,link,classification,category,title,company,salary,min_salary,average_salary,max_salary,location,description,entireDiv,date_posted,Category,Date
0,https://www.seek.com.au//job/73610726?type=promoted&ref=search-standalone,science technology,Modelling & Simulation,Scientific Consultant - simulation and optimisation,Hypercube Scientific,-,200000.0,202500.0,205000.0,Sydney NSW,"Simulation and scheduling opportunities in a fast-paced, friendly environment. Mixed WFH/officeand plenty of maths to do!","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Sydney-NSW?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>]",,Science-technology - None,08/02/2024
1,https://www.seek.com.au//job/73571393?type=standout&ref=search-standalone,science technology,Food Technology & Safety,R&D Manager,Sharp & Carter Supply Chain,-,200000.0,202500.0,205000.0,Melbourne VIC,Looking for an experienced R&D Manager who is passionate about continuous improvement and driving change.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Melbourne-VIC?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",2024-02-07,Science-technology - None,08/02/2024
2,https://www.seek.com.au//job/73360046?type=standard&ref=search-standalone,science technology,Laboratory & Technical Services,Scientific Key Account Manager,Agilent Technologies,-,200000.0,202500.0,205000.0,Melbourne VIC,Agilent Technologies is seeking an experienced Scientific Key Account Manager to accelerate the sales growth of Agilent’s market leading portfolio.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Mulgrave"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-Mulgrave-VIC-3170?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Mulgrave"">Mulgrave</a>, <a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Melbourne-VIC?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",2024-01-29,Science-technology - None,08/02/2024
3,https://www.seek.com.au//job/73363346?type=standout&ref=search-standalone,science technology,Chemistry & Physics,GENERAL MANAGER NUCLEAR SAFETY,Hender Consulting,-,200000.0,202500.0,205000.0,Adelaide SA,"Pivotal senior role with the owner, developer and manager of ship and submarine building infrastructure, Australian Naval Infrastructure","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Adelaide SA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Adelaide-SA?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Adelaide SA"">Adelaide SA</a></span></div>]",2024-01-29,Science-technology - None,08/02/2024
4,https://www.seek.com.au//job/73033137?type=standard&ref=search-standalone,science technology,Quality Assurance & Control,Head of Quality,Just Digital People,-,200000.0,202500.0,205000.0,Melbourne VIC,Head of Quality position with a leading MedTech Company,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Melbourne-VIC?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",2024-01-16,Science-technology - None,08/02/2024
5,https://www.seek.com.au//job/73610726?type=standout&ref=search-standalone,science technology,Modelling & Simulation,Scientific Consultant - simulation and optimisation,Hypercube Scientific,-,200000.0,202500.0,205000.0,Sydney NSW,"Simulation and scheduling opportunities in a fast-paced, friendly environment. Mixed WFH/officeand plenty of maths to do!","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Sydney-NSW?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>]",,Science-technology - None,08/02/2024
6,https://www.seek.com.au//job/73596826?type=standout&ref=search-standalone,science technology,"Environmental, Earth & Geosciences",Market Leader - Environment (Northern Australia),GHD Pty Ltd,-,200000.0,202500.0,205000.0,Darwin NT,"Seeking a dynamic Environment Market Leader to drive and expand our business, amplify our client relationships & convert our key pursuits.","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Darwin NT"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Darwin-NT?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Darwin NT"">Darwin NT</a></span></div>]",2024-02-07,Science-technology - None,08/02/2024
7,https://www.seek.com.au//job/73596825?type=standout&ref=search-standalone,science technology,"Environmental, Earth & Geosciences",Market Leader - Environment (Northern Australia),GHD Pty Ltd,-,200000.0,202500.0,205000.0,"Townsville, Northern QLD","Seeking a dynamic Environment Market Leader to drive and expand our business, amplify our client relationships & convert our key pursuits.","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Townsville"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-Townsville-QLD-4810?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Townsville"">Townsville</a>, <a aria-label=""Limit results to Northern QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-Northern-QLD?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Northern QLD"">Northern QLD</a></span></div>]",2024-02-07,Science-technology - None,08/02/2024
8,https://www.seek.com.au//job/73145604?type=standout&ref=search-standalone,science technology,Laboratory & Technical Services,Head of Virginia Development Center,Sanofi CHC,-,200000.0,202500.0,205000.0,Brisbane QLD,"This role will suit a Leader in Science and Innovation who can inspire large teams/ stakeholders, and deliver business transformation & growth plans!","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Virginia"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-Virginia-QLD-4014?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Virginia"">Virginia</a>, <a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>]",2024-01-18,Science-technology - None,08/02/2024
9,https://www.seek.com.au//job/71474730?type=standout&ref=search-standalone,science technology,Quality Assurance & Control,Head of Quality,Magentus,-,200000.0,202500.0,205000.0,Melbourne VIC,Be responsible for ensuring that high quality standards are met and maintained across the organisation.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Melbourne-VIC?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",2024-01-12,Science-technology - None,08/02/2024
10,https://www.seek.com.au//job/73488696?type=standout&ref=search-standalone,science technology,"Environmental, Earth & Geosciences","Manager, First Nations Governance and Compliance",Fortescue,-,200000.0,202500.0,205000.0,Perth WA,You'll play a pivotal role in spearheading data-driven strategies to eliminate wasted power.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Perth-WA?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>]",2024-02-02,Science-technology - None,08/02/2024
11,https://www.seek.com.au//job/73199020?type=standout&ref=search-standalone,science technology,"Mathematics, Statistics & Information Sciences",Data Scientist,Valrose,-,200000.0,202500.0,205000.0,Perth WA,A true Data Science role developing and tuning deep learning models.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Perth-WA?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>]",2024-01-22,Science-technology - None,08/02/2024
12,https://www.seek.com.au//job/72896732?type=standard&ref=search-standalone,science technology,Biological & Biomedical Sciences,Supply Chain Manager,"Randstad - Construction, Property & Engineering",$180k - $200k p.a. + Car allowance,180000.0,190000.0,200000.0,Sydney NSW,The Supply Chain Manager is responsible for overseeing the Supply Chain operations for our Client in all of Oceania (Australia and New Zealand),"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Sydney-NSW?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $180k - $200k p.a. + Car allowance"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$180k - $200k p.a. + Car allowance</span></span></div></div>]",2024-01-10,Science-technology - None,08/02/2024
13,https://www.seek.com.au//job/73309676?type=standout&ref=search-standalone,science technology,Food Technology & Safety,"Director, Business Development and Commercialisation - FaBA",UniQuest Pty Limited,-,200000.0,202500.0,205000.0,Brisbane QLD,Apply your BD and commercialisation experience and play a leading role of the FaBA initiative to grow Australia’s food and beverage industry.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to St Lucia"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-St-Lucia-QLD-4067?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to St Lucia"">St Lucia</a>, <a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>]",2024-01-25,Science-technology - None,08/02/2024
14,https://www.seek.com.au//job/73038100?type=standout&ref=search-standalone,science technology,"Environmental, Earth & Geosciences",Principal Water Quality Scientist,Australia's Leading Recruitment Agency,-,200000.0,202500.0,205000.0,Brisbane QLD,Principal Water Quality Scientist for an International Consultancy winning the lion's share of Aus / APAC projects in the Coastal & Freshwater space.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=200000-205000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>]",2024-01-16,Science-technology - None,08/02/2024
