,link,classification,category,title,company,salary,min_salary,average_salary,max_salary,location,description,entireDiv,date_posted,Category,Date
0,https://www.seek.com.au//job/72873742?type=promoted&ref=search-standalone,trades services,Plumbers,Plumber - sub contractor,Kuga Electrical,"$225,000 – $300,000 per year",225000.0,262500.0,300000.0,Melbourne VIC,Kuga has a large volume of heat pump hot water installations available for plumbing sub-contractors. Get in touch today.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Keysborough"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Keysborough-VIC-3173?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Keysborough"">Keysborough</a>, <a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Melbourne-VIC?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $225,000 – $300,000 per year"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$225,000 – $300,000 per year</span></span></div></div>]",,Trades-services - None,08/02/2024
1,https://www.seek.com.au//job/73576283?type=standout&ref=search-standalone,trades services,"Fitters, Turners & Machinists",2 x FIFO Mechanical Fitters | Paying $77p/h flat rate + | 2:1 Roster | 12-hour,RM Group,"$77p/h flat rate + super, plus $110 per day allowa",138600.0,168300.0,198000.0,Brisbane QLD,"Seeking 2 x FIFO Mechanical Fitters to work on a mine based in Central Queensland, 12-hour shifts, 2:1 roster. ($1034 per day, $7,238 per week gross)","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $77p/h flat rate + super, plus $110 per day allowa"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$77p/h flat rate + super, plus $110 per day allowa</span></span></div></div>]",2024-02-07,Trades-services - None,08/02/2024
2,https://www.seek.com.au//job/73267192?type=standard&ref=search-standalone,trades services,Building Trades,Patio & Pergola Installation Team,In Style Patios and Decks,"$167,000 – $250,000 per year",167000.0,208500.0,250000.0,Brisbane QLD,"Looking for reliable installers, labourers, carpenters to build patios and pergolas","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Loganholme"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Loganholme-QLD-4129?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Loganholme"">Loganholme</a>, <a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $167,000 – $250,000 per year"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$167,000 – $250,000 per year</span></span></div></div>]",2024-01-24,Trades-services - None,08/02/2024
3,https://www.seek.com.au//job/73575906?type=standout&ref=search-standalone,trades services,Electricians,6 x FIFO Electricians | Paying $80p/h flat rate +| 2:1 Roster | 12-hour shifts |,RM Group,"$80p/h flat rate + super, plus",144000.0,242000.0,340000.0,Brisbane QLD,"Seeking 6 x FIFO Electricians to work on a mine based in Central Queensland, working 12-hour shifts, 2:1 roster, ($1070 per day, $7,490 per week gross","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Brisbane-QLD?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $80p/h flat rate + super, plus"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$80p/h flat rate + super, plus</span></span></div></div>]",2024-02-07,Trades-services - None,08/02/2024
4,https://www.seek.com.au//job/73611881?type=standout&ref=search-standalone,trades services,Technicians,Pest Control Technician,Green Pesty,$100 – $150 per hour,180000.0,225000.0,270000.0,Other,We are a family owned pest control- helping technicians creating a family and work life balance,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Young"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Young-NSW-2594?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Young"">Young</a>, <a aria-label=""Limit results to Southern Highlands &amp; Tablelands NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Southern-Highlands-&amp;-Tablelands-NSW?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Southern Highlands &amp; Tablelands NSW"">Southern Highlands &amp; Tablelands NSW</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $100 – $150 per hour"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$100 – $150 per hour</span></span></div></div>]",,Trades-services - None,08/02/2024
5,https://www.seek.com.au//job/73578875?type=standout&ref=search-standalone,trades services,"Fitters, Turners & Machinists",Mechanical Fitter - Full Time Positions,CSI Mining Services,-,335000.0,337500.0,340000.0,Perth WA,CSI are seeking Mechanical Fitters with Fixed Plant maintenance experience to join the team!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Perth-WA?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>]",2024-02-07,Trades-services - None,08/02/2024
6,https://www.seek.com.au//job/73573986?type=standard&ref=search-standalone,trades services,Building Trades,Sub Contract Garage Door Installer,,-,335000.0,337500.0,340000.0,Adelaide SA,Steel-Line Garage Doors requires a highly motivated individual who wants to be their own boss working in the Adelaide area on a subbie basis.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Adelaide SA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Adelaide-SA?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Adelaide SA"">Adelaide SA</a></span></div>]",2024-02-07,Trades-services - None,08/02/2024
7,https://www.seek.com.au//job/73208038?type=standout&ref=search-standalone,trades services,Air Conditioning & Refrigeration,Air Con and Heat Pump Sales Consultant,Elite Smart Energy Solutions,"$180,000 - $250,000",180000.0,215000.0,250000.0,Sydney NSW,Our consultants are taking home between $3000 - $5000 per week all from the comfort of their own home. We supply high quality warm leads.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Sydney-NSW?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $180,000 - $250,000"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$180,000 - $250,000</span></span></div></div>]",2024-01-31,Trades-services - None,08/02/2024
8,https://www.seek.com.au//job/73354880?type=standout&ref=search-standalone,trades services,Automotive Trades,Mobile Heavy Diesel Fitter Earthmoving - Flexible,OEMX DIESEL,"$250,000 – $300,000 per year",250000.0,275000.0,300000.0,"Port Hedland, Karratha & Pilbara WA",Seeking an enthusiastic and driven Heavy Diesel Fitter to join our specialist team.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Port Hedland"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Port-Hedland,-Karratha-&amp;-Pilbara-WA?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Port Hedland"">Port Hedland</a>, <a aria-label=""Limit results to Karratha &amp; Pilbara WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-Western-Australia-WA?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Karratha &amp; Pilbara WA"">Karratha &amp; Pilbara WA</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $250,000 – $300,000 per year"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$250,000 – $300,000 per year</span></span></div></div>]",2024-01-29,Trades-services - None,08/02/2024
9,https://www.seek.com.au//job/73361260?type=standout&ref=search-standalone,trades services,Electricians,Power Station Operator Maintainers,Mineral Resources Limited,-,335000.0,337500.0,340000.0,Perth WA,We are looking for qualified and experienced Power Generation Operator Maintainers for 2/2 roster,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-trades-services/in-All-Perth-WA?salarytype=annual&amp;salaryrange=335000-340000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>]",2024-01-29,Trades-services - None,08/02/2024
